State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,N,P,K,PH,TEM,,,,
Gujarat,DANG,2011,Kharif     ,Urad,5200,3800,55.15261515,18.89564204,23.1914654,6.40012814,24.61320391,,,,
Gujarat,DANG,2012,Kharif     ,Urad,7100,5000,82.70372406,13.30162077,29.3210462,6.483428381,32.86371134,,,,
Gujarat,DOHAD,2003,Kharif     ,Urad,13300,6300,65.63528276,12.39269719,30.55206632,6.390786016,22.49139224,,,,
Gujarat,DOHAD,2004,Kharif     ,Urad,16400,4800,65.49181916,11.06910926,24.83287884,6.636188576,41.99372606,,,,
Gujarat,DOHAD,2005,Kharif     ,Urad,16600,7400,64.67721422,18.6758043,22.02713279,7.189398639,45.56173373,,,,
Gujarat,DOHAD,2006,Kharif     ,Urad,14000,2100,69.27983616,14.7659376,21.54109155,6.904520157,30.44004392,,,,
Gujarat,DOHAD,2007,Kharif     ,Urad,7800,3400,66.71827098,15.90501104,30.70098724,6.04525263,35.60499098,,,,
Gujarat,DOHAD,2008,Kharif     ,Urad,7300,4300,50.44246312,10.60225467,24.17459143,6.239092537,36.70528112,,,,
Gujarat,DOHAD,2009,Kharif     ,Urad,7300,2000,59.27479327,12.62647188,20.83320265,6.699656552,34.50255692,,,,
Gujarat,DOHAD,2010,Kharif     ,Urad,8100,4800,77.63341944,13.63598696,18.57219402,5.867230498,19.71807459,,,,
Gujarat,DOHAD,2011,Kharif     ,Urad,11100,6300,67.46931678,14.76634588,27.22225499,6.833954945,37.63662237,,,,
Gujarat,DOHAD,2012,Kharif     ,Urad,11100,7600,54.42268521,11.74571561,26.3858439,5.530838432,24.55780504,,,,
Gujarat,GANDHINAGAR,2001,Kharif     ,Urad,300,200,62.23785056,10.2898157,21.75809246,7.388798939,33.53633591,,,,
Gujarat,GANDHINAGAR,2002,Kharif     ,Urad,200,100,63.40953454,16.74497336,27.56701542,6.068056208,30.40325975,,,,
Gujarat,GANDHINAGAR,2003,Kharif     ,Urad,1300,900,60.63634432,14.60818952,20.44077753,5.943778914,17.19383884,,,,
Gujarat,GANDHINAGAR,2004,Kharif     ,Urad,500,300,72.43758163,14.11606725,25.33306735,6.774607574,16.82262621,,,,
Gujarat,GANDHINAGAR,2005,Kharif     ,Urad,500,400,61.60618166,15.49770511,22.43896944,6.956242455,30.44975004,,,,
Gujarat,GANDHINAGAR,2006,Kharif     ,Urad,400,200,69.26259747,14.83785451,16.98440839,7.732442793,31.23005576,,,,
Gujarat,GANDHINAGAR,2007,Kharif     ,Urad,600,400,46.90332598,13.97347639,27.37875515,6.546013553,24.4796695,,,,
Gujarat,GANDHINAGAR,2008,Kharif     ,Urad,600,400,59.09788604,7.649531543,29.01916885,6.662109217,31.06011989,,,,
Gujarat,GANDHINAGAR,2009,Kharif     ,Urad,500,300,65.52423011,10.53593998,18.34371464,6.275183111,23.53188023,,,,
Gujarat,GANDHINAGAR,2010,Kharif     ,Urad,600,400,60.05263272,20.96921417,24.00860992,6.761893328,40.38800647,,,,
Gujarat,GANDHINAGAR,2011,Kharif     ,Urad,500,400,70.59965048,18.12260285,17.16692731,6.363636812,34.81683637,,,,
Gujarat,GANDHINAGAR,2012,Kharif     ,Urad,300,100,49.4321616,15.51913429,15.34636749,6.729695539,22.51967489,,,,
Gujarat,JAMNAGAR,1997,Kharif     ,Urad,7300,4400,66.45783789,11.47926183,28.70044356,5.996624271,36.75872829,,,,
Gujarat,JAMNAGAR,1998,Kharif     ,Urad,4800,1600,80.41058198,13.75791547,23.96248031,6.582985313,27.20668124,,,,
Gujarat,JAMNAGAR,1999,Kharif     ,Urad,3500,400,49.24922844,14.67741477,26.85851931,6.544239279,39.28027133,,,,
Gujarat,JAMNAGAR,2000,Kharif     ,Urad,2400,700,66.20383019,20.8602491,22.67151285,6.824124959,25.54000345,,,,
Gujarat,JAMNAGAR,2001,Kharif     ,Urad,3400,3200,33.35174966,15.5472701,18.67800722,5.458764386,40.95835166,,,,
Gujarat,JAMNAGAR,2002,Kharif     ,Urad,6500,2300,57.88284958,15.28860547,13.83039139,6.264201598,19.57029246,,,,
Gujarat,JAMNAGAR,2003,Kharif     ,Urad,4700,3100,55.9333434,18.03430461,32.07069361,7.738155944,21.45859645,,,,
Gujarat,JAMNAGAR,2004,Kharif     ,Urad,5400,3100,70.20362081,19.30425794,20.90075638,7.724552856,42.54068456,,,,
Gujarat,JAMNAGAR,2005,Kharif     ,Urad,3600,2900,62.46202441,11.6847651,20.98136471,6.221604123,25.04372088,,,,
Gujarat,JAMNAGAR,2006,Kharif     ,Urad,3300,1500,92.94973946,18.3061647,24.37309912,6.54706899,32.15765371,,,,
Gujarat,JAMNAGAR,2007,Kharif     ,Urad,3400,2000,72.05065646,19.14615392,28.41245745,7.271245627,35.2985283,,,,
Gujarat,JAMNAGAR,2008,Kharif     ,Urad,3500,2200,92.83671737,15.93937616,25.62909349,6.640328322,23.29916872,,,,
Gujarat,JAMNAGAR,2009,Kharif     ,Urad,2400,3200,59.04538617,15.55504957,27.53720597,5.998672991,35.23601675,,,,
Gujarat,JAMNAGAR,2010,Kharif     ,Urad,4800,1300,60.73864356,20.84438092,30.01527694,7.01693899,34.0066096,,,,
Gujarat,JAMNAGAR,2010,Summer     ,Urad,200,100,59.43676672,5.926655634,23.00462896,5.20165957,18.2160598,,,,
Gujarat,JAMNAGAR,2011,Kharif     ,Urad,3000,2200,72.53896377,20.14349261,26.03038479,6.127448784,33.27574239,,,,
Gujarat,JAMNAGAR,2011,Summer     ,Urad,1200,700,85.03135998,11.58169123,21.99482047,6.940992534,39.49886675,,,,
Gujarat,JAMNAGAR,2012,Kharif     ,Urad,4300,2700,82.34568657,16.54203983,26.88595251,6.961541826,37.76199154,,,,
Gujarat,JUNAGADH,1997,Kharif     ,Urad,4500,3800,60.47634298,12.28127291,31.06181256,6.770409421,27.31123072,,,,
Gujarat,JUNAGADH,1998,Kharif     ,Urad,4900,4800,62.73854961,11.83457235,23.5797271,6.547597553,27.98312113,,,,
Gujarat,JUNAGADH,1999,Kharif     ,Urad,3900,1000,75.87642182,15.66525265,25.82013155,6.313405734,15.9613133,,,,
Gujarat,JUNAGADH,2000,Kharif     ,Urad,5700,3500,65.03785364,16.96385524,24.11751128,6.131968093,28.47525365,,,,
Gujarat,JUNAGADH,2001,Kharif     ,Urad,6100,3400,55.83911177,15.06119202,25.3453205,6.631320171,28.18670198,,,,
Gujarat,JUNAGADH,2002,Kharif     ,Urad,8800,4000,85.504375,17.87964758,27.25228519,6.348428174,16.04325798,,,,
Gujarat,JUNAGADH,2003,Kharif     ,Urad,4900,3300,85.19565186,19.20845607,18.93359656,7.140899324,33.5924605,,,,
Gujarat,JUNAGADH,2004,Kharif     ,Urad,4400,3100,64.8005482,21.80098002,15.49629822,6.645024493,33.77554405,,,,
Gujarat,JUNAGADH,2005,Kharif     ,Urad,4000,3200,55.70012682,13.77563238,22.38635021,7.437991313,44.50233607,,,,
Gujarat,JUNAGADH,2006,Kharif     ,Urad,4900,2300,72.00827686,22.06821197,26.60814954,6.072239271,15.60280635,,,,
Gujarat,JUNAGADH,2007,Kharif     ,Urad,5100,3300,77.97950047,12.02065618,25.83407168,6.274957086,26.47845252,,,,
Gujarat,JUNAGADH,2008,Kharif     ,Urad,3800,2300,53.99018594,15.26529907,15.71613254,7.00712136,32.90236201,,,,
Gujarat,JUNAGADH,2009,Kharif     ,Urad,3500,2000,80.13761182,18.53428646,25.16945206,6.60570664,31.48326197,,,,
Gujarat,JUNAGADH,2010,Kharif     ,Urad,6800,4100,66.93756879,18.84175197,22.70669286,6.928890033,31.18451051,,,,
Gujarat,JUNAGADH,2010,Summer     ,Urad,1900,1200,85.59321484,13.03985708,22.26840157,6.804964482,42.39826381,,,,
Gujarat,JUNAGADH,2011,Kharif     ,Urad,7600,6000,75.49411978,12.88125482,12.4108362,7.199344691,19.68848412,,,,
Gujarat,JUNAGADH,2011,Summer     ,Urad,2100,1100,70.44905729,19.18893797,30.63639617,6.621993794,34.26442397,,,,
Gujarat,JUNAGADH,2012,Kharif     ,Urad,8800,3100,65.5560873,20.6697853,26.99043236,6.559868232,30.93618598,,,,
Gujarat,JUNAGADH,2012,Summer     ,Urad,400,500,67.15118865,17.86388765,30.16436966,6.685362176,20.05738384,,,,
Gujarat,KACHCHH,2004,Kharif     ,Urad,100,,50.0142914,14.15427704,27.68268282,6.708030659,34.74641144,,,,
Gujarat,KACHCHH,2006,Kharif     ,Urad,200,100,55.7169982,11.63648169,29.31512716,6.685047873,28.3202134,,,,
Gujarat,KACHCHH,2007,Kharif     ,Urad,100,100,69.59200136,15.71577165,21.56714556,7.266222169,39.26650569,,,,
Gujarat,KACHCHH,2009,Kharif     ,Urad,200,100,60.17103645,15.50735845,23.5351806,6.567396404,21.48928196,,,,
Gujarat,KACHCHH,2010,Kharif     ,Urad,100,100,78.03469613,3.999804344,25.33903582,5.915567468,24.34076941,,,,
Gujarat,KHEDA,1997,Kharif     ,Urad,2800,1300,54.20407732,1.322589308,23.65087801,6.788882398,20.30837034,,,,
Gujarat,KHEDA,1998,Kharif     ,Urad,2300,1600,58.46982932,10.93745981,16.80956083,6.28428121,34.82792092,,,,
Gujarat,KHEDA,1999,Kharif     ,Urad,1700,1300,77.97481872,14.8260198,18.62335459,6.012789305,42.3896063,,,,
Gujarat,KHEDA,2000,Kharif     ,Urad,1300,400,40.75410119,17.18300296,30.80074136,6.948932842,33.26302352,,,,
Gujarat,KHEDA,2001,Kharif     ,Urad,1000,600,71.01609858,15.80240384,33.09311142,6.436781785,28.73317806,,,,
Gujarat,KHEDA,2002,Kharif     ,Urad,1200,400,56.03761835,2.748088945,17.62666571,5.804832299,28.07394869,,,,
Gujarat,KHEDA,2003,Kharif     ,Urad,1500,1000,68.99953038,11.5391043,21.2791644,6.411676962,25.55928423,,,,
Gujarat,KHEDA,2004,Kharif     ,Urad,1000,600,73.21216343,10.92630854,26.98487661,6.581037254,28.30757473,,,,
Gujarat,KHEDA,2005,Kharif     ,Urad,500,400,72.41604965,12.69075205,19.56319663,6.667074086,14.47255862,,,,
Gujarat,KHEDA,2006,Kharif     ,Urad,300,200,62.52242063,15.94519413,26.70551042,6.061488686,24.15067244,,,,
Gujarat,KHEDA,2007,Kharif     ,Urad,500,300,59.94531883,16.9141829,22.91641976,6.56460586,25.5727736,,,,
Gujarat,KHEDA,2008,Kharif     ,Urad,300,200,63.15744829,11.58479534,22.35135111,6.545405072,27.77837372,,,,
Gujarat,KHEDA,2009,Kharif     ,Urad,400,300,71.82513725,18.50039794,24.15856882,5.971970049,27.56395326,,,,
Gujarat,KHEDA,2010,Kharif     ,Urad,300,200,63.93046969,19.22024229,21.83453147,6.792962169,22.46219193,,,,
Gujarat,KHEDA,2011,Kharif     ,Urad,300,200,52.30858428,14.42907508,17.53332093,6.793207243,24.4158019,,,,
Gujarat,KHEDA,2012,Kharif     ,Urad,200,100,89.35608916,16.59043054,22.50971486,6.459773903,25.58690961,,,,
Gujarat,MAHESANA,1997,Kharif     ,Urad,4300,3800,66.14821365,11.4761431,24.13139896,6.696619746,28.20392957,,,,
Gujarat,MAHESANA,1998,Kharif     ,Urad,5600,2300,64.10602897,12.52105423,30.77530767,6.57963655,41.74732381,,,,
Gujarat,MAHESANA,1999,Kharif     ,Urad,4900,300,70.31367799,13.71215482,29.325448,5.54949466,25.17551337,,,,
Gujarat,MAHESANA,2000,Kharif     ,Urad,4300,900,73.71866781,14.09592838,25.90445883,6.47872034,39.27073481,,,,
Gujarat,MAHESANA,2001,Kharif     ,Urad,13000,6700,64.39451046,15.24862842,23.06060341,5.980725993,18.06524868,,,,
Gujarat,MAHESANA,2002,Kharif     ,Urad,13600,2200,66.69426921,15.78550277,19.58194349,6.294846469,38.34353005,,,,
Gujarat,MAHESANA,2003,Kharif     ,Urad,5900,3800,51.58926853,20.93963466,26.1459924,6.002193903,35.77441948,,,,
Gujarat,MAHESANA,2004,Kharif     ,Urad,2400,800,78.3782607,13.96485098,28.02925172,7.647989449,35.32377785,,,,
Gujarat,MAHESANA,2005,Kharif     ,Urad,3600,2300,66.82957487,16.05633337,20.74358659,6.464870796,26.16637793,,,,
Gujarat,MAHESANA,2006,Kharif     ,Urad,5200,1500,87.14952545,17.76605245,21.5066866,6.696723687,25.29033309,,,,
Gujarat,MAHESANA,2007,Kharif     ,Urad,10300,6900,80.35621182,8.726194088,18.70029106,5.921439659,29.92587866,,,,
Gujarat,MAHESANA,2008,Kharif     ,Urad,8900,6700,72.11476948,13.69947007,29.13373352,6.410514249,34.4265776,,,,
Gujarat,MAHESANA,2009,Kharif     ,Urad,9300,3300,63.51736073,13.83775595,22.07635428,6.426617254,27.51408505,,,,
Gujarat,MAHESANA,2010,Kharif     ,Urad,7600,5700,68.03607971,6.412177435,25.69739859,5.932247847,31.41719378,,,,
Gujarat,MAHESANA,2011,Kharif     ,Urad,7500,4500,65.48827927,19.50279248,25.78897077,5.92293344,29.89213841,,,,
Gujarat,MAHESANA,2012,Kharif     ,Urad,5300,3200,55.3896841,11.0318025,15.34545443,6.62364971,15.98453246,,,,
Gujarat,NARMADA,2003,Kharif     ,Urad,1200,600,55.1342647,19.09737356,24.52530444,6.572957205,21.3109277,,,,
Gujarat,NARMADA,2004,Kharif     ,Urad,1100,700,65.49896576,7.934292015,35.29886171,6.282613223,25.22501643,,,,
Gujarat,NARMADA,2005,Kharif     ,Urad,900,700,64.76027022,21.16586143,15.55904112,6.832585225,36.5766122,,,,
Gujarat,NARMADA,2006,Kharif     ,Urad,700,300,65.51901089,11.03965622,22.49713809,5.969101467,26.16278172,,,,
Gujarat,NARMADA,2007,Kharif     ,Urad,500,400,75.46262382,22.11870379,26.13318383,6.941876726,35.82343258,,,,
Gujarat,NARMADA,2008,Kharif     ,Urad,700,400,72.36895743,16.57853823,17.83087636,6.41951295,23.19139841,,,,
Gujarat,NARMADA,2009,Kharif     ,Urad,900,600,64.13877157,10.12128303,28.39594372,6.221413843,37.4134753,,,,
Gujarat,NARMADA,2010,Kharif     ,Urad,200,100,82.96795756,8.183720731,31.34780407,6.794264351,32.88900597,,,,
Gujarat,NARMADA,2011,Kharif     ,Urad,1000,800,63.68159605,18.01770062,21.79803469,6.312920531,23.21047888,,,,
Gujarat,NARMADA,2012,Kharif     ,Urad,900,300,77.67929952,7.280297699,8.749673649,6.566983432,21.72821278,,,,
Gujarat,NAVSARI,2003,Kharif     ,Urad,2100,1500,73.06478078,9.391925302,23.48721539,6.851517151,40.15926012,,,,
Gujarat,NAVSARI,2004,Kharif     ,Urad,1900,1100,66.36863342,11.59099792,31.27041066,6.996039486,16.204632,,,,
Gujarat,NAVSARI,2005,Kharif     ,Urad,1800,1400,75.84811737,15.5369785,19.08919851,6.31181467,32.09293166,,,,
Gujarat,NAVSARI,2006,Kharif     ,Urad,1700,800,52.01372072,13.33150872,16.13900155,6.459013716,35.91469164,,,,
Gujarat,NAVSARI,2007,Kharif     ,Urad,2500,1600,62.51253298,13.03599488,26.60549537,6.632187788,34.17945539,,,,
Gujarat,NAVSARI,2008,Kharif     ,Urad,2300,1400,69.69234756,14.31887838,26.08063392,6.511015491,36.86824738,,,,
Gujarat,NAVSARI,2009,Kharif     ,Urad,4500,2600,80.51489989,11.46671083,22.80635775,6.953535867,36.2274266,,,,
Gujarat,NAVSARI,2010,Kharif     ,Urad,4200,2600,54.76857698,11.43603255,27.99003535,6.893487318,36.26311779,,,,
Gujarat,NAVSARI,2010,Summer     ,Urad,1100,700,108.5587339,18.32886072,29.7778721,5.749305481,28.19471869,,,,
Gujarat,NAVSARI,2011,Kharif     ,Urad,2700,2100,66.27919214,14.36195235,27.16461506,7.454872485,34.74549703,,,,
Gujarat,NAVSARI,2011,Summer     ,Urad,400,300,78.2594768,17.34007423,21.68712994,6.628832193,33.57099846,,,,
Gujarat,NAVSARI,2012,Kharif     ,Urad,1500,500,73.05955233,14.78087867,17.49277988,6.245821486,39.43300045,,,,
Gujarat,PANCH MAHALS,1997,Kharif     ,Urad,24000,14200,75.10910963,14.69000072,23.94456001,6.700207234,20.09902882,,,,
Gujarat,PANCH MAHALS,1998,Kharif     ,Urad,25000,13900,79.62605651,16.12353136,36.87243543,7.277918778,37.54867934,,,,
Gujarat,PANCH MAHALS,1999,Kharif     ,Urad,22800,8500,62.2596026,9.604232643,19.10669573,6.470754252,39.20053894,,,,
Gujarat,PANCH MAHALS,2000,Kharif     ,Urad,11800,2200,59.05804214,18.61025118,16.96079088,6.660483845,28.12996134,,,,
Gujarat,PANCH MAHALS,2001,Kharif     ,Urad,16900,5800,63.90072081,11.57551411,22.53285265,6.432122634,30.49009301,,,,
Gujarat,PANCH MAHALS,2002,Kharif     ,Urad,15800,5700,87.67270953,16.20592299,24.95200985,6.625061667,34.29095858,,,,
Gujarat,PANCH MAHALS,2003,Kharif     ,Urad,5000,2600,53.64873217,16.65660309,21.17768316,5.685031045,37.47304074,,,,
Gujarat,PANCH MAHALS,2004,Kharif     ,Urad,4200,2500,52.75237036,14.15308927,34.83827913,5.935209751,33.7904031,,,,
Gujarat,PANCH MAHALS,2005,Kharif     ,Urad,4200,2800,83.67395388,15.52834788,22.22430059,7.790687323,34.47182792,,,,
Gujarat,PANCH MAHALS,2006,Kharif     ,Urad,3800,1200,67.74612263,17.24266385,26.50023167,7.104724619,32.66244523,,,,
Gujarat,PANCH MAHALS,2007,Kharif     ,Urad,3600,2400,59.33841014,12.65405752,22.4664435,6.826985106,15.53458973,,,,
Gujarat,PANCH MAHALS,2008,Kharif     ,Urad,3900,3100,69.23321314,12.92039459,28.01148059,5.712819361,34.29887656,,,,
Gujarat,PANCH MAHALS,2009,Kharif     ,Urad,3700,1500,67.28899626,6.58517198,28.78037146,6.446693508,36.70843952,,,,
Gujarat,PANCH MAHALS,2010,Kharif     ,Urad,3700,4900,69.45024591,14.72269486,28.57940927,5.581155154,33.56481366,,,,
Gujarat,PANCH MAHALS,2011,Kharif     ,Urad,2100,1100,69.00157452,15.37747122,29.96656007,7.076635148,22.86361812,,,,
Gujarat,PANCH MAHALS,2011,Summer     ,Urad,100,100,86.1054575,20.50055657,27.6853178,6.716620084,18.83810697,,,,
Gujarat,PANCH MAHALS,2012,Kharif     ,Urad,2900,2400,75.71645472,20.34968889,26.41623649,6.229479223,28.56517349,,,,
Gujarat,PATAN,2003,Kharif     ,Urad,6400,2900,46.2502474,19.03797505,23.34601026,5.876225407,40.95717231,,,,
Gujarat,PATAN,2004,Kharif     ,Urad,5800,1100,37.78028142,10.67224498,25.8899789,6.001584409,34.94864409,,,,
Gujarat,PATAN,2005,Kharif     ,Urad,7800,3300,59.6126703,11.30667285,23.60027785,7.070399293,18.56817945,,,,
Gujarat,PATAN,2006,Kharif     ,Urad,8700,1600,77.12456866,8.532143417,17.06361758,6.203773698,28.69943017,,,,
Gujarat,PATAN,2007,Kharif     ,Urad,14900,9600,76.08662404,11.41995016,24.34564357,6.636407693,26.92991666,,,,
Gujarat,PATAN,2008,Kharif     ,Urad,12800,7700,77.24746891,18.37932302,22.98078495,5.972558749,24.69422455,,,,
Gujarat,PATAN,2009,Kharif     ,Urad,11700,3400,59.90195209,9.636438187,25.4523488,6.859906701,33.66288566,,,,
Gujarat,PATAN,2010,Kharif     ,Urad,12200,6500,69.65113395,14.04179853,19.5581662,6.806147561,35.64737657,,,,
Gujarat,PATAN,2011,Kharif     ,Urad,8500,5800,78.57666232,9.332296069,22.79908585,6.874856093,30.7137649,,,,
Gujarat,PATAN,2012,Kharif     ,Urad,12600,6000,59.99647807,9.894954112,16.30195406,7.037400728,22.99272471,,,,
Gujarat,PORBANDAR,2003,Kharif     ,Urad,700,500,55.18139869,16.9760224,22.86218748,5.61610256,34.95674724,,,,
Gujarat,PORBANDAR,2004,Kharif     ,Urad,500,300,65.75897788,16.69624393,27.20758193,6.676182829,35.63871639,,,,
Gujarat,PORBANDAR,2005,Kharif     ,Urad,700,600,59.33556245,15.05458461,21.91110864,5.908484992,26.15474452,,,,
Gujarat,PORBANDAR,2006,Kharif     ,Urad,600,300,51.80106794,16.016713,22.82358219,5.940805402,24.63020963,,,,
Gujarat,PORBANDAR,2007,Kharif     ,Urad,500,300,70.08045613,13.98974633,30.31048193,5.936841585,23.22380869,,,,
Gujarat,PORBANDAR,2008,Kharif     ,Urad,200,100,72.4329864,16.04914759,25.44088267,6.591263316,31.00090058,,,,
Gujarat,PORBANDAR,2009,Kharif     ,Urad,200,100,99.25374849,15.71253875,23.13092958,7.315008373,24.81973815,,,,
Gujarat,PORBANDAR,2010,Kharif     ,Urad,700,400,76.56171373,12.17639949,27.32339423,6.323575546,33.92724698,,,,
Gujarat,PORBANDAR,2010,Summer     ,Urad,300,200,70.88887895,14.66264955,25.01827681,6.170255308,33.6630353,,,,
Gujarat,PORBANDAR,2011,Kharif     ,Urad,2200,1700,87.31943343,14.17533507,18.66596787,6.831402082,48.24992638,,,,
Gujarat,PORBANDAR,2011,Summer     ,Urad,100,100,89.47967229,10.3536144,19.36490042,6.378178958,20.22418347,,,,
Gujarat,PORBANDAR,2012,Kharif     ,Urad,200,100,59.16073884,9.251140327,21.44127574,6.154700008,26.43678025,,,,
Gujarat,RAJKOT,1997,Kharif     ,Urad,6000,5300,87.93690775,15.51221055,26.662322,6.072678609,35.46466102,,,,
Gujarat,RAJKOT,1998,Kharif     ,Urad,4700,1600,57.79875289,20.47261151,23.43820396,6.018550482,15.78938353,,,,
Gujarat,RAJKOT,1999,Kharif     ,Urad,2800,300,62.34666598,13.32641811,15.01125719,6.186511221,22.51218701,,,,
Gujarat,RAJKOT,2000,Kharif     ,Urad,3000,1800,58.29434612,14.43658763,26.89912847,6.240954917,33.69016876,,,,
Gujarat,RAJKOT,2001,Kharif     ,Urad,8000,7500,58.33999869,9.970969904,27.79616918,6.553145805,22.21237431,,,,
Gujarat,RAJKOT,2002,Kharif     ,Urad,11100,800,64.26974318,12.51939609,21.43674931,6.994557264,23.06380357,,,,
Gujarat,RAJKOT,2003,Kharif     ,Urad,6000,6300,50.82249827,10.52226349,22.49130052,6.264885392,22.28083035,,,,
Gujarat,RAJKOT,2004,Kharif     ,Urad,3900,2700,56.42363068,14.63750119,27.5732993,5.854587261,34.15548902,,,,
Gujarat,RAJKOT,2005,Kharif     ,Urad,3200,2500,73.22375015,13.46522533,20.59275744,5.981593544,23.90939515,,,,
Gujarat,RAJKOT,2006,Kharif     ,Urad,2700,1200,79.91006423,9.029342951,26.19632729,6.649253674,26.48074409,,,,
Gujarat,RAJKOT,2007,Kharif     ,Urad,2500,1600,65.7948802,20.47406322,30.72696647,5.996055581,40.28441712,,,,
Gujarat,RAJKOT,2008,Kharif     ,Urad,2300,1400,77.51793235,17.84273304,21.71256255,6.282015692,22.3151309,,,,
Gujarat,RAJKOT,2009,Kharif     ,Urad,5400,3100,77.46207562,15.37459307,19.35869141,5.566315566,20.07681136,,,,
Gujarat,RAJKOT,2010,Kharif     ,Urad,5300,3300,52.10608355,14.71119492,20.49835166,6.624455857,33.84572163,,,,
Gujarat,RAJKOT,2010,Summer     ,Urad,100,100,88.67965961,15.18840852,32.87462897,6.27889978,16.36009552,,,,
Gujarat,RAJKOT,2011,Kharif     ,Urad,3300,2600,69.4491822,20.49961134,21.91648699,6.639913024,28.27224928,,,,
Gujarat,RAJKOT,2011,Summer     ,Urad,100,100,54.35075377,11.22598857,20.30621913,6.633112661,29.2613279,,,,
Gujarat,RAJKOT,2012,Kharif     ,Urad,1100,400,65.17113856,19.97049785,19.44379537,6.354625618,25.67403016,,,,
Gujarat,SABAR KANTHA,1997,Kharif     ,Urad,38900,28000,70.93194581,15.09407507,24.07280803,6.253592583,26.59557158,,,,
Gujarat,SABAR KANTHA,1998,Kharif     ,Urad,36700,26400,64.3905396,14.06127856,21.54851977,6.59128199,32.31952054,,,,
Gujarat,SABAR KANTHA,1999,Kharif     ,Urad,25700,9700,71.41725691,16.49298482,21.82118815,6.153855311,36.48167826,,,,
Gujarat,SABAR KANTHA,2000,Kharif     ,Urad,17700,3600,63.1157698,17.46557877,19.549381,6.63236659,41.44050261,,,,
Gujarat,SABAR KANTHA,2001,Kharif     ,Urad,18200,7600,74.74836107,19.02325403,19.64816498,6.306791364,38.51242426,,,,
Gujarat,SABAR KANTHA,2002,Kharif     ,Urad,20800,6800,64.77178914,8.071441392,21.37053055,6.142377335,39.32015359,,,,
Gujarat,SABAR KANTHA,2003,Kharif     ,Urad,16700,10600,53.64036213,10.44881509,21.48825154,5.542654265,35.81368863,,,,
Gujarat,SABAR KANTHA,2004,Kharif     ,Urad,11500,5000,69.01661742,10.95759252,22.54641348,6.626968131,35.82260658,,,,
Gujarat,SABAR KANTHA,2005,Kharif     ,Urad,10000,5600,59.2278336,18.4284763,11.97400846,5.553225889,22.82788984,,,,
Gujarat,SABAR KANTHA,2006,Kharif     ,Urad,8900,2300,74.35111715,11.88441147,15.06763193,5.621315125,38.97384192,,,,
Gujarat,SABAR KANTHA,2007,Kharif     ,Urad,7800,4500,42.40242807,7.5239805,22.72533591,6.210685374,12.96453395,,,,
Gujarat,SABAR KANTHA,2008,Kharif     ,Urad,6600,3700,71.53924155,18.63838105,23.86562903,6.883943396,38.38601787,,,,
Gujarat,SABAR KANTHA,2009,Kharif     ,Urad,7300,3200,68.83719025,16.06166933,29.5127493,7.355727624,29.04301991,,,,
Gujarat,SABAR KANTHA,2010,Kharif     ,Urad,8700,5600,65.58687012,15.45591821,15.27820158,6.392631067,32.84861019,,,,
Gujarat,SABAR KANTHA,2011,Kharif     ,Urad,5900,3700,74.51863469,9.460950405,22.14039861,6.45193566,32.55744059,,,,
Gujarat,SABAR KANTHA,2011,Summer     ,Urad,200,100,74.32004573,20.77529691,16.84046067,6.008669681,32.22901876,,,,
Gujarat,SABAR KANTHA,2012,Kharif     ,Urad,7800,5000,69.02668392,12.55248252,16.95333425,6.789785882,43.88727269,,,,
Gujarat,SURAT,1997,Kharif     ,Urad,3300,1000,52.0859595,16.21133973,20.16902045,5.780886159,30.46438311,,,,
Gujarat,SURAT,1998,Kharif     ,Urad,3500,800,79.32913474,19.17672818,29.31895773,6.145823357,31.04041523,,,,
Gujarat,SURAT,1999,Kharif     ,Urad,3100,800,58.0715112,7.402382541,29.74831287,6.392686461,17.57975522,,,,
Gujarat,SURAT,2000,Kharif     ,Urad,2300,600,88.09269954,11.49804124,22.31994407,6.374916198,37.20838795,,,,
Gujarat,SURAT,2001,Kharif     ,Urad,2900,1200,72.53618187,16.20205523,23.97280307,6.433458918,46.04406147,,,,
Gujarat,SURAT,2002,Kharif     ,Urad,3400,2200,51.05965364,9.970346141,23.73120212,6.19255238,16.45129425,,,,
Gujarat,SURAT,2003,Kharif     ,Urad,3200,2100,73.09381262,14.16661752,27.10589344,6.537754255,21.178288,,,,
Gujarat,SURAT,2004,Kharif     ,Urad,4300,2000,69.66063086,10.28243452,20.00047746,6.988660765,33.80982587,,,,
Gujarat,SURAT,2005,Kharif     ,Urad,3700,2200,66.30158476,11.4928641,19.79299158,5.766497906,33.37230154,,,,
Gujarat,SURAT,2006,Kharif     ,Urad,3900,2000,35.19865467,13.10963711,26.28705165,6.374590847,39.67248393,,,,
Gujarat,SURAT,2007,Kharif     ,Urad,4500,2000,71.31107302,15.70041943,23.84427203,6.513186732,33.49003838,,,,
Gujarat,SURAT,2008,Kharif     ,Urad,1600,1000,76.52666851,12.61048197,27.12225471,6.581507487,41.424755,,,,
Gujarat,SURAT,2009,Kharif     ,Urad,800,500,54.83496366,9.393069304,29.13391482,6.154774128,32.08294219,,,,
Gujarat,SURAT,2010,Kharif     ,Urad,1300,800,77.20686951,11.67879044,27.40362342,6.566231314,20.08720651,,,,
